,tax_year,academic_year,YAG,sex,subject_name,provider_name,earnings_median,earnings_LQ,earnings_median,earnings_UQ
274,2018/2019,2012/2013,5,Female + male,Biosciences,Guildford College of Further and Higher Education,21200,17100,21200,25800
275,2018/2019,2012/2013,5,Female + male,Biosciences,Hadlow College,20400,10600,20400,28700
276,2018/2019,2012/2013,5,Female + male,Biosciences,Moulton College,17000,13900,17000,23700
277,2018/2019,2012/2013,5,Female + male,Biosciences,North East Surrey College of Technology (NESCOT),c,c,c,c
278,2018/2019,2012/2013,5,Female + male,Biosciences,Warwickshire College,c,c,c,c
279,2018/2019,2012/2013,5,Female + male,Biosciences,Wiltshire College,18800,17800,18800,22100
280,2018/2019,2012/2013,5,Female + male,Biosciences,Aberystwyth University,22600,19000,22600,27100
281,2018/2019,2012/2013,5,Female + male,Biosciences,Anglia Ruskin University,22600,18200,22600,27000
282,2018/2019,2012/2013,5,Female + male,Biosciences,Aston University,26600,17900,26600,34300
283,2018/2019,2012/2013,5,Female + male,Biosciences,Bangor University,20800,17500,20800,27400
284,2018/2019,2012/2013,5,Female + male,Biosciences,Bath Spa University,27000,19000,27000,28500
285,2018/2019,2012/2013,5,Female + male,Biosciences,Birkbeck College,31000,20400,31000,34300
286,2018/2019,2012/2013,5,Female + male,Biosciences,Bishop Grosseteste University,c,c,c,c
287,2018/2019,2012/2013,5,Female + male,Biosciences,Bournemouth University,23400,20100,23400,30300
288,2018/2019,2012/2013,5,Female + male,Biosciences,Brunel University London,28300,23400,28300,33900
289,2018/2019,2012/2013,5,Female + male,Biosciences,Canterbury Christ Church University,29200,22600,29200,37600
290,2018/2019,2012/2013,5,Female + male,Biosciences,Cardiff Metropolitan University,29600,24400,29600,33500
291,2018/2019,2012/2013,5,Female + male,Biosciences,Cardiff University,27600,21900,27600,34700
292,2018/2019,2012/2013,5,Female + male,Biosciences,Coventry University,c,c,c,c
293,2018/2019,2012/2013,5,Female + male,Biosciences,Edge Hill University,24100,17500,24100,29600
294,2018/2019,2012/2013,5,Female + male,Biosciences,Edinburgh Napier University,22600,18200,22600,29700
295,2018/2019,2012/2013,5,Female + male,Biosciences,Glasgow Caledonian University,24800,19000,24800,30300
296,2018/2019,2012/2013,5,Female + male,Biosciences,Heriot-Watt University,26500,21500,26500,30300
297,2018/2019,2012/2013,5,Female + male,Biosciences,"Imperial College of Science, Technology and Medicine",36700,30600,36700,53300
298,2018/2019,2012/2013,5,Female + male,Biosciences,King's College London,28500,21500,28500,32800
299,2018/2019,2012/2013,5,Female + male,Biosciences,Kingston University,25200,20800,25200,32100
300,2018/2019,2012/2013,5,Female + male,Biosciences,Leeds Beckett University,27000,20100,27000,31000
301,2018/2019,2012/2013,5,Female + male,Biosciences,Liverpool Hope University,c,c,c,c
302,2018/2019,2012/2013,5,Female + male,Biosciences,Liverpool John Moores University,21900,16800,21900,26600
303,2018/2019,2012/2013,5,Female + male,Biosciences,London Metropolitan University,c,c,c,c
304,2018/2019,2012/2013,5,Female + male,Biosciences,London South Bank University,21200,13500,21200,28100
305,2018/2019,2012/2013,5,Female + male,Biosciences,Middlesex University,25900,11000,25900,37600
306,2018/2019,2012/2013,5,Female + male,Biosciences,Newman University,c,c,c,c
307,2018/2019,2012/2013,5,Female + male,Biosciences,Oxford Brookes University,27700,21500,27700,35000
308,2018/2019,2012/2013,5,Female + male,Biosciences,"Queen Margaret University, Edinburgh",c,c,c,c
309,2018/2019,2012/2013,5,Female + male,Biosciences,Queen Mary University of London,28500,23000,28500,35700
310,2018/2019,2012/2013,5,Female + male,Biosciences,Roehampton University,25200,17500,25200,30700
311,2018/2019,2012/2013,5,Female + male,Biosciences,Royal Holloway and Bedford New College,25000,20300,25000,33200
312,2018/2019,2012/2013,5,Female + male,Biosciences,Sheffield Hallam University,23400,17500,23400,28500
313,2018/2019,2012/2013,5,Female + male,Biosciences,SRUC,23000,16100,23000,29600
314,2018/2019,2012/2013,5,Female + male,Biosciences,"St Mary's University, Twickenham",c,c,c,c
315,2018/2019,2012/2013,5,Female + male,Biosciences,Staffordshire University,22100,16400,22100,27000
316,2018/2019,2012/2013,5,Female + male,Biosciences,Swansea University,23700,18600,23700,28500
317,2018/2019,2012/2013,5,Female + male,Biosciences,Teesside University,21500,16100,21500,30700
318,2018/2019,2012/2013,5,Female + male,Biosciences,The Manchester Metropolitan University,24500,19300,24500,30300
319,2018/2019,2012/2013,5,Female + male,Biosciences,The Nottingham Trent University,26600,22300,26600,32100
320,2018/2019,2012/2013,5,Female + male,Biosciences,The Open University,23700,15300,23700,34300
321,2018/2019,2012/2013,5,Female + male,Biosciences,The Robert Gordon University,26800,21500,26800,29200
322,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Aberdeen,28100,19700,28100,44200
323,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Bath,32100,27000,32100,37200
324,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Birmingham,30700,24800,30700,38000
325,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Bolton,22300,18200,22300,25600
326,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Bradford,23000,17200,23000,30300
327,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Brighton,24500,19700,24500,29600
328,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Bristol,33900,27000,33900,43100
329,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Cambridge,40900,29500,40900,57700
330,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Central Lancashire,20400,13900,20400,27000
331,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Dundee,24800,21200,24800,29900
332,2018/2019,2012/2013,5,Female + male,Biosciences,The University of East Anglia,27000,20100,27000,33900
333,2018/2019,2012/2013,5,Female + male,Biosciences,The University of East London,c,c,c,c
334,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Edinburgh,28100,21500,28100,38000
335,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Essex,27400,24800,27400,32500
336,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Exeter,26300,20000,26300,34100
337,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Glasgow,27000,21900,27000,31800
338,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Greenwich,24800,18200,24800,31000
339,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Huddersfield,22400,17000,22400,25700
340,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Hull,23000,18600,23000,28800
341,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Keele,26300,20400,26300,31800
342,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Kent,27700,20800,27700,32100
343,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Lancaster,26300,21500,26300,31400
344,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Leeds,27400,21200,27400,34700
345,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Leicester,30500,24500,30500,44900
346,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Liverpool,25900,19700,25900,32800
347,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Manchester,28800,23000,28800,36100
348,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Northampton,25600,17200,25600,29200
349,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Oxford,35800,27400,35800,46000
350,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Portsmouth,24500,19700,24500,32800
351,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Reading,25200,19000,25200,30300
352,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Salford,21200,16400,21200,25600
353,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Sheffield,27400,21200,27400,31000
354,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Southampton,30300,24800,30300,38700
355,2018/2019,2012/2013,5,Female + male,Biosciences,The University of St Andrews,27400,21200,27400,34300
356,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Stirling,24800,17900,24800,29400
357,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Strathclyde,27400,21200,27400,30300
358,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Sunderland,21500,19700,21500,26300
359,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Surrey,29600,24500,29600,35400
360,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Sussex,29000,20800,29000,37600
361,2018/2019,2012/2013,5,Female + male,Biosciences,The University of the West of Scotland,23400,17900,23400,28800
362,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Warwick,32100,25200,32100,41200
363,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Westminster,25900,19500,25900,32200
364,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Winchester,c,c,c,c
365,2018/2019,2012/2013,5,Female + male,Biosciences,The University of Wolverhampton,22600,17200,22600,29200
366,2018/2019,2012/2013,5,Female + male,Biosciences,The University of York,27000,20100,27000,34300
367,2018/2019,2012/2013,5,Female + male,Biosciences,University College London,36900,27000,36900,47800
368,2018/2019,2012/2013,5,Female + male,Biosciences,University of Abertay Dundee,23700,20100,23700,26300
369,2018/2019,2012/2013,5,Female + male,Biosciences,University of Bedfordshire,c,c,c,c
370,2018/2019,2012/2013,5,Female + male,Biosciences,University of Chester,23000,21200,23000,27400
371,2018/2019,2012/2013,5,Female + male,Biosciences,University of Cumbria,c,c,c,c
372,2018/2019,2012/2013,5,Female + male,Biosciences,University of Derby,18200,16100,18200,24500
373,2018/2019,2012/2013,5,Female + male,Biosciences,University of Durham,33200,25600,33200,43100
374,2018/2019,2012/2013,5,Female + male,Biosciences,University of Gloucestershire,24800,21000,24800,28400
375,2018/2019,2012/2013,5,Female + male,Biosciences,University of Hertfordshire,30100,18700,30100,37000
376,2018/2019,2012/2013,5,Female + male,Biosciences,University of Newcastle-upon-Tyne,26300,19700,26300,31800
377,2018/2019,2012/2013,5,Female + male,Biosciences,University of Northumbria at Newcastle,25200,21900,25200,29600
378,2018/2019,2012/2013,5,Female + male,Biosciences,University of Nottingham,28800,23000,28800,39800
379,2018/2019,2012/2013,5,Female + male,Biosciences,University of Plymouth,21900,16100,21900,28100
380,2018/2019,2012/2013,5,Female + male,Biosciences,University of South Wales,23400,16800,23400,28500
381,2018/2019,2012/2013,5,Female + male,Biosciences,"University of the West of England, Bristol",25700,16800,25700,35800
382,2018/2019,2012/2013,5,Female + male,Biosciences,"University of Wales, Newport",c,c,c,c
383,2018/2019,2012/2013,5,Female + male,Biosciences,University of Worcester,25900,17200,25900,29600
384,2018/2019,2012/2013,5,Female + male,Business and management,Barking and Dagenham College,c,c,c,c
385,2018/2019,2012/2013,5,Female + male,Business and management,Bishop Burton College,c,c,c,c
386,2018/2019,2012/2013,5,Female + male,Business and management,Blackburn College,21700,16300,21700,27100
387,2018/2019,2012/2013,5,Female + male,Business and management,Blackpool and the Fylde College,26600,16400,26600,39800
388,2018/2019,2012/2013,5,Female + male,Business and management,Bradford College,17900,12000,17900,23000
389,2018/2019,2012/2013,5,Female + male,Business and management,Burton and South Derbyshire College,c,c,c,c
390,2018/2019,2012/2013,5,Female + male,Business and management,Canterbury College,20100,17200,20100,23000
391,2018/2019,2012/2013,5,Female + male,Business and management,Chesterfield College,c,c,c,c
392,2018/2019,2012/2013,5,Female + male,Business and management,Cornwall College,c,c,c,c
393,2018/2019,2012/2013,5,Female + male,Business and management,Craven College,c,c,c,c
394,2018/2019,2012/2013,5,Female + male,Business and management,Croydon College,28800,20100,28800,39800
395,2018/2019,2012/2013,5,Female + male,Business and management,Doncaster College,23400,18500,23400,26700
396,2018/2019,2012/2013,5,Female + male,Business and management,Exeter College,35400,15000,35400,60600
397,2018/2019,2012/2013,5,Female + male,Business and management,Farnborough College of Technology,34300,26300,34300,40200
398,2018/2019,2012/2013,5,Female + male,Business and management,Gateshead College,25400,21400,25400,34300
399,2018/2019,2012/2013,5,Female + male,Business and management,Greater Brighton Metropolitan College,c,c,c,c
400,2018/2019,2012/2013,5,Female + male,Business and management,Grimsby Institute of Further and Higher Education,21500,16400,21500,27400
401,2018/2019,2012/2013,5,Female + male,Business and management,Guildford College of Further and Higher Education,c,c,c,c
402,2018/2019,2012/2013,5,Female + male,Business and management,Hadlow College,19700,13000,19700,25900
403,2018/2019,2012/2013,5,Female + male,Business and management,Hull College,26900,18400,26900,37600
404,2018/2019,2012/2013,5,Female + male,Business and management,Leeds City College,31200,24100,31200,43500
405,2018/2019,2012/2013,5,Female + male,Business and management,Loughborough College,40200,26600,40200,45400
406,2018/2019,2012/2013,5,Female + male,Business and management,LTE Group,20400,14800,20400,25200
